Notes :


8/31/2022 2:00:33 PM
Volts
Ch : LED 2 (RED),Ch : LED 1 (IR),
34.728813E-3,58.967972E-3
34.727669E-3,59.006882E-3
34.722519E-3,59.033775E-3
34.720230E-3,59.024048E-3
34.721375E-3,59.036064E-3
34.744263E-3,58.982849E-3
34.700775E-3,58.989143E-3
34.731102E-3,58.954811E-3
34.695625E-3,58.921051E-3
34.680176E-3,58.942795E-3
34.692192E-3,58.934212E-3
34.662437E-3,58.902740E-3
34.715080E-3,58.918190E-3
34.692192E-3,58.906174E-3
34.704208E-3,58.891869E-3
34.668732E-3,58.895302E-3
34.705353E-3,58.860397E-3
34.665871E-3,58.858109E-3
34.716225E-3,58.837509E-3
34.688759E-3,58.806038E-3
34.654999E-3,58.784294E-3
34.634399E-3,58.803749E-3
34.642982E-3,58.808327E-3
34.635544E-3,58.799744E-3
34.672165E-3,58.838654E-3
34.685898E-3,58.824348E-3
34.681320E-3,58.837509E-3
34.671021E-3,58.832932E-3
34.667015E-3,58.810616E-3
34.653854E-3,58.798599E-3
34.668732E-3,58.809471E-3
34.652710E-3,58.765984E-3
34.660149E-3,58.826637E-3
34.673309E-3,58.838654E-3
34.651566E-3,58.854675E-3
34.687042E-3,58.913612E-3
34.692192E-3,58.895302E-3
34.704208E-3,58.868980E-3
34.682465E-3,58.876419E-3
34.679031E-3,58.919334E-3
34.676743E-3,58.898735E-3
34.662437E-3,58.931923E-3
34.764862E-3,58.967972E-3
34.711647E-3,58.992577E-3
34.721375E-3,59.008598E-3
34.764862E-3,59.064674E-3
34.774590E-3,59.065819E-3
34.741974E-3,59.085274E-3
34.739685E-3,59.104729E-3
34.791756E-3,59.100151E-3
34.778595E-3,59.169388E-3
34.739685E-3,59.170532E-3
34.820938E-3,59.210014E-3
34.795761E-3,59.272385E-3
34.812355E-3,59.308434E-3
34.829521E-3,59.319305E-3
34.849548E-3,59.384537E-3
34.847260E-3,59.432030E-3
34.856987E-3,59.406281E-3
34.907913E-3,59.453773E-3
34.869003E-3,59.510994E-3
34.877586E-3,59.521294E-3
34.888458E-3,59.545898E-3
34.918785E-3,59.606552E-3
34.932518E-3,59.646606E-3
34.949112E-3,59.672928E-3
34.997177E-3,59.717560E-3
34.991455E-3,59.726143E-3
34.983444E-3,59.810257E-3
34.998322E-3,59.836006E-3
35.012054E-3,59.858322E-3
35.001183E-3,59.881210E-3
35.030365E-3,59.959030E-3
35.055542E-3,59.986496E-3
35.085869E-3,60.042000E-3
35.088730E-3,60.082626E-3
35.123634E-3,60.134697E-3
35.109329E-3,60.146141E-3
35.161972E-3,60.170746E-3
35.143089E-3,60.187340E-3
35.129929E-3,60.262871E-3
35.163116E-3,60.319519E-3
35.158539E-3,60.324097E-3
35.209465E-3,60.398483E-3
35.240936E-3,60.431099E-3
35.223770E-3,60.447121E-3
35.262680E-3,60.523224E-3
35.271263E-3,60.548401E-3
35.260391E-3,60.543823E-3
35.261536E-3,60.614777E-3
35.297012E-3,60.614777E-3
35.276413E-3,60.663414E-3
35.331345E-3,60.740089E-3
35.329056E-3,60.779572E-3
35.330200E-3,60.825920E-3
35.353661E-3,60.835648E-3
35.404587E-3,60.877991E-3
35.401154E-3,60.918045E-3
35.386276E-3,60.932350E-3
35.397148E-3,60.976982E-3
35.397148E-3,61.036491E-3
35.421753E-3,61.055946E-3
35.456657E-3,61.089706E-3
35.473251E-3,61.160088E-3
35.485268E-3,61.167526E-3
35.500145E-3,61.202431E-3
35.503578E-3,61.238480E-3
35.535049E-3,61.269951E-3
35.524178E-3,61.307716E-3
35.537910E-3,61.355209E-3
35.533905E-3,61.367226E-3
35.508728E-3,61.415291E-3
35.558510E-3,61.430168E-3
35.588837E-3,61.494255E-3
35.588837E-3,61.521149E-3
35.577965E-3,61.600685E-3
35.653496E-3,61.597252E-3
35.618591E-3,61.632156E-3
35.647774E-3,61.650467E-3
35.655212E-3,61.684799E-3
35.662079E-3,61.732864E-3
35.663223E-3,61.716843E-3
35.663223E-3,61.802101E-3
35.675812E-3,61.873055E-3
35.692406E-3,61.908531E-3
35.699844E-3,61.929131E-3
35.783386E-3,61.950874E-3
35.750771E-3,61.987495E-3
35.775948E-3,61.993217E-3
35.770226E-3,62.046432E-3
35.760498E-3,62.053299E-3
35.764503E-3,62.100792E-3
35.813713E-3,62.148285E-3
35.817146E-3,62.153435E-3
35.826874E-3,62.170029E-3
35.816002E-3,62.201500E-3
35.840607E-3,62.277603E-3
35.840607E-3,62.283897E-3
35.824585E-3,62.313080E-3
35.848618E-3,62.287331E-3
35.858345E-3,62.335396E-3
35.834312E-3,62.373161E-3
35.881805E-3,62.407494E-3
35.967636E-3,62.477875E-3
35.915565E-3,62.487030E-3
35.926437E-3,62.525940E-3
35.967636E-3,62.591743E-3
35.923004E-3,62.573433E-3
35.964775E-3,62.582016E-3
35.956192E-3,62.642097E-3
35.924149E-3,62.640953E-3
35.961342E-3,62.690735E-3
35.989380E-3,62.749100E-3
36.000252E-3,62.754822E-3
35.985374E-3,62.808037E-3
36.053467E-3,62.790298E-3
36.076927E-3,62.872124E-3
36.056328E-3,62.895584E-3
36.051178E-3,62.884712E-3
36.036873E-3,62.878418E-3
35.995102E-3,62.918472E-3
36.062050E-3,62.944221E-3
36.060905E-3,63.005447E-3
36.088371E-3,63.035774E-3
36.105537E-3,63.051796E-3
36.129570E-3,63.092995E-3
36.163902E-3,63.137054E-3
36.153030E-3,63.138771E-3
36.128426E-3,63.146782E-3
36.106682E-3,63.156509E-3
36.133575E-3,63.197136E-3
36.140442E-3,63.218880E-3
36.123848E-3,63.206863E-3
36.138153E-3,63.253784E-3
36.157608E-3,63.269234E-3
36.163902E-3,63.283539E-3
36.159897E-3,63.255501E-3
36.158752E-3,63.269234E-3
36.162758E-3,63.221169E-3
36.161041E-3,63.213730E-3
36.115265E-3,63.184547E-3
36.095810E-3,63.200569E-3
36.106682E-3,63.155365E-3
36.071777E-3,63.101578E-3
36.059761E-3,63.027191E-3
36.055183E-3,62.917328E-3
36.027145E-3,62.818909E-3
35.932159E-3,62.637520E-3
35.902405E-3,62.388039E-3
35.793114E-3,62.117958E-3
35.676956E-3,61.849594E-3
35.549927E-3,61.484528E-3
35.489273E-3,61.154938E-3
35.330200E-3,60.736656E-3
35.216904E-3,60.398483E-3
35.081291E-3,59.924698E-3
34.923935E-3,59.489250E-3
34.774590E-3,58.974266E-3
34.590912E-3,58.528519E-3
34.422112E-3,58.059883E-3
34.274483E-3,57.616997E-3
34.112549E-3,57.190132E-3
33.969498E-3,56.798172E-3
33.817863E-3,56.410217E-3
33.708000E-3,56.017113E-3
33.561516E-3,55.634308E-3
33.442497E-3,55.281258E-3
33.302307E-3,54.938507E-3
33.214188E-3,54.619789E-3
33.060265E-3,54.293060E-3
32.952690E-3,53.987503E-3
32.840538E-3,53.751183E-3
32.775879E-3,53.486252E-3
32.696915E-3,53.269386E-3
32.592773E-3,53.065109E-3
32.540703E-3,52.888298E-3
32.517242E-3,52.729225E-3
32.405090E-3,52.557564E-3
32.370758E-3,52.403641E-3
32.355309E-3,52.276611E-3
32.280350E-3,52.130127E-3
32.221985E-3,52.096367E-3
32.253456E-3,52.008247E-3
32.193947E-3,51.980209E-3
32.152176E-3,51.892662E-3
32.128716E-3,51.826286E-3
32.141304E-3,51.798248E-3
32.092667E-3,51.751900E-3
32.142448E-3,51.654053E-3
32.078934E-3,51.624870E-3
32.066917E-3,51.619148E-3
32.058334E-3,51.606560E-3
32.077789E-3,51.650620E-3
32.030296E-3,51.619148E-3
32.080078E-3,51.644325E-3
32.089806E-3,51.667786E-3
32.097244E-3,51.672363E-3
32.109261E-3,51.710701E-3
32.141304E-3,51.679802E-3
32.127571E-3,51.719284E-3
32.115555E-3,51.750755E-3
32.118988E-3,51.754761E-3
32.167625E-3,51.842308E-3
32.160759E-3,51.870346E-3
32.201385E-3,51.936150E-3
32.220840E-3,51.976204E-3
32.223129E-3,52.042580E-3
32.232857E-3,52.057457E-3
32.242584E-3,52.137566E-3
32.279205E-3,52.147293E-3
32.296371E-3,52.234268E-3
32.290077E-3,52.265739E-3
32.346725E-3,52.364731E-3
32.365036E-3,52.392769E-3
32.386780E-3,52.489471E-3
32.430267E-3,52.555275E-3
32.485199E-3,52.630234E-3
32.468033E-3,52.670860E-3
32.480049E-3,52.734375E-3
32.529259E-3,52.820206E-3
32.567024E-3,52.887154E-3
32.555008E-3,52.961540E-3
32.575607E-3,53.072548E-3
32.621956E-3,53.171539E-3
32.656288E-3,53.227043E-3
32.720947E-3,53.322601E-3
32.746696E-3,53.406715E-3
32.778168E-3,53.531456E-3
32.827377E-3,53.573799E-3
32.823944E-3,53.669357E-3
32.855415E-3,53.768349E-3
32.880592E-3,53.857040E-3
32.934380E-3,54.022980E-3
32.976151E-3,54.104805E-3
33.027077E-3,54.211235E-3
33.044243E-3,54.329109E-3
33.092880E-3,54.396629E-3
33.139801E-3,54.464722E-3
33.166695E-3,54.566574E-3
33.198166E-3,54.705620E-3
33.204460E-3,54.806328E-3
33.215332E-3,54.885864E-3
33.298302E-3,55.006027E-3
33.368683E-3,55.138206E-3
33.390999E-3,55.243492E-3
33.421326E-3,55.344772E-3
33.449936E-3,55.455208E-3
33.511734E-3,55.563354E-3
33.552933E-3,55.670929E-3
33.605003E-3,55.725288E-3
33.602142E-3,55.829430E-3
33.641052E-3,55.944443E-3
33.685112E-3,56.089783E-3
33.710289E-3,56.159019E-3
33.782959E-3,56.284904E-3
33.802414E-3,56.428528E-3
33.845901E-3,56.484604E-3
33.871651E-3,56.585884E-3
33.923149E-3,56.626511E-3
33.930588E-3,56.761551E-3
33.972931E-3,56.789589E-3
33.951187E-3,56.887436E-3
34.011841E-3,57.004166E-3
34.036446E-3,57.107162E-3
34.080505E-3,57.167816E-3
34.122276E-3,57.262230E-3
34.149742E-3,57.337761E-3
34.138870E-3,57.392693E-3
34.213829E-3,57.448769E-3
34.214973E-3,57.541466E-3
34.213829E-3,57.610703E-3
34.218407E-3,57.679367E-3
34.284210E-3,57.761192E-3
34.274483E-3,57.860184E-3
34.353447E-3,57.925987E-3
34.329414E-3,57.982063E-3
34.396935E-3,58.036995E-3
34.396935E-3,58.074760E-3
34.451294E-3,58.126259E-3
34.410095E-3,58.177185E-3
34.416389E-3,58.255005E-3
34.432983E-3,58.296204E-3
34.454155E-3,58.388329E-3
34.468460E-3,58.424377E-3
34.532547E-3,58.510780E-3
34.560013E-3,58.545685E-3
34.542274E-3,58.612061E-3
34.560013E-3,58.654404E-3
34.558868E-3,58.654404E-3
34.582329E-3,58.708191E-3
34.564018E-3,58.746529E-3
34.561729E-3,58.776855E-3
34.621239E-3,58.838654E-3
34.630966E-3,58.876419E-3
34.626961E-3,58.922195E-3
34.711647E-3,58.989143E-3
34.689903E-3,59.038925E-3
34.733391E-3,59.044647E-3
34.698486E-3,59.080696E-3
34.709358E-3,59.133911E-3
34.717941E-3,59.125900E-3
34.716225E-3,59.132767E-3
34.692192E-3,59.220886E-3
34.715080E-3,59.193993E-3
34.738541E-3,59.234619E-3
34.735680E-3,59.283257E-3
34.771156E-3,59.312439E-3
34.794044E-3,59.340477E-3
34.763718E-3,59.296417E-3
34.745407E-3,59.317017E-3
34.725952E-3,59.333038E-3
34.748268E-3,59.360504E-3
34.763718E-3,59.330750E-3
34.772301E-3,59.374809E-3
34.784317E-3,59.384537E-3
34.818649E-3,59.429741E-3
34.779739E-3,59.428596E-3
34.801483E-3,59.377098E-3
34.811211E-3,59.406281E-3
34.794044E-3,59.405136E-3
34.777451E-3,59.360504E-3
34.747124E-3,59.360504E-3
34.791756E-3,59.336472E-3
34.778595E-3,59.361649E-3
34.753990E-3,59.331894E-3
34.764862E-3,59.337616E-3
34.750557E-3,59.336472E-3
34.764862E-3,59.326744E-3
34.750557E-3,59.295273E-3
34.716225E-3,59.233475E-3
34.719086E-3,59.218597E-3
34.724808E-3,59.200859E-3
34.693336E-3,59.217453E-3
34.680176E-3,59.195137E-3
34.729958E-3,59.244347E-3
34.734535E-3,59.202003E-3
34.721375E-3,59.161949E-3
34.661293E-3,59.121895E-3
34.668732E-3,59.114456E-3
34.626961E-3,59.068680E-3
34.645271E-3,59.058952E-3
34.633255E-3,59.100151E-3
34.632111E-3,59.078407E-3
34.672165E-3,59.072113E-3
34.668732E-3,59.068680E-3
34.640694E-3,59.061241E-3
34.681320E-3,59.045792E-3
34.598923E-3,59.043503E-3
34.612656E-3,58.997154E-3
34.659004E-3,58.998871E-3
34.581184E-3,59.020615E-3
34.639549E-3,59.024048E-3
34.602928E-3,59.043503E-3
34.621239E-3,59.036064E-3
34.646416E-3,59.051514E-3
34.630966E-3,59.056091E-3
34.661293E-3,59.082985E-3
34.641838E-3,59.060097E-3
34.650421E-3,59.082985E-3
34.629822E-3,59.102440E-3
34.593201E-3,59.114456E-3
34.601784E-3,59.109879E-3
34.642982E-3,59.160805E-3
34.653854E-3,59.128189E-3
34.659004E-3,59.195137E-3
34.689903E-3,59.215164E-3
34.709358E-3,59.224892E-3
34.676743E-3,59.220886E-3
34.668732E-3,59.278107E-3
34.706497E-3,59.259796E-3
34.692192E-3,59.280396E-3
34.688759E-3,59.325600E-3
34.699631E-3,59.367371E-3
34.724808E-3,59.453773E-3
34.711647E-3,59.462357E-3
34.748268E-3,59.453773E-3
34.750557E-3,59.523582E-3
34.760284E-3,59.538460E-3
34.788322E-3,59.532166E-3
34.827232E-3,59.578514E-3
34.788322E-3,59.613991E-3
34.790611E-3,59.643173E-3
34.818649E-3,59.667206E-3
34.818649E-3,59.703255E-3
34.859276E-3,59.771347E-3
34.829521E-3,59.790802E-3
34.887314E-3,59.821129E-3
34.849548E-3,59.849739E-3
34.850693E-3,59.864044E-3
34.829521E-3,59.909248E-3
34.875298E-3,59.902954E-3
34.888458E-3,59.911537E-3
34.916496E-3,60.008240E-3
34.939384E-3,60.077477E-3
34.943390E-3,60.134697E-3
34.961700E-3,60.123825E-3
35.001183E-3,60.198212E-3
34.997177E-3,60.225105E-3
35.012054E-3,60.201073E-3
34.985733E-3,60.242271E-3
35.009193E-3,60.294342E-3
34.968567E-3,60.321808E-3
35.031509E-3,60.368156E-3
35.040092E-3,60.425377E-3
35.077286E-3,60.460854E-3
35.067558E-3,60.497475E-3
35.088730E-3,60.524368E-3
35.089874E-3,60.542679E-3
35.120201E-3,60.578728E-3
35.105324E-3,60.606766E-3
35.105324E-3,60.631943E-3
35.104179E-3,60.668564E-3
35.139656E-3,60.721779E-3
35.144234E-3,60.777283E-3
35.168266E-3,60.806465E-3
35.179138E-3,60.860825E-3
35.247231E-3,60.927200E-3
35.196304E-3,60.918045E-3
35.215759E-3,60.912323E-3
35.181427E-3,60.996437E-3
35.204315E-3,60.980988E-3
35.203171E-3,61.022186E-3
35.248375E-3,61.052513E-3
35.218048E-3,61.105156E-3
35.279846E-3,61.149216E-3
35.301590E-3,61.172104E-3
35.290718E-3,61.197853E-3
35.278702E-3,61.228180E-3
35.301590E-3,61.247063E-3
35.308456E-3,61.314011E-3
35.338783E-3,61.324883E-3
35.284996E-3,61.378098E-3
35.341072E-3,61.398125E-3
35.323334E-3,61.414146E-3
35.374260E-3,61.479950E-3
35.367966E-3,61.540604E-3
35.408020E-3,61.540604E-3
35.373116E-3,61.554337E-3
35.378838E-3,61.580086E-3
35.415459E-3,61.592102E-3
35.399437E-3,61.618996E-3
35.424042E-3,61.632156E-3
35.425186E-3,61.680794E-3
35.482979E-3,61.734009E-3
35.468102E-3,61.758041E-3
35.490417E-3,61.828423E-3
35.493851E-3,61.876488E-3
35.524178E-3,61.867905E-3
35.477829E-3,61.894798E-3
35.507011E-3,61.913109E-3
35.479546E-3,61.910820E-3
35.508728E-3,61.961746E-3
35.499001E-3,62.032700E-3
35.521889E-3,62.016106E-3
35.548782E-3,62.052155E-3
35.580254E-3,62.097359E-3
35.591125E-3,62.105942E-3
35.531616E-3,62.164307E-3
35.588837E-3,62.155724E-3
35.584831E-3,62.194061E-3
35.587692E-3,62.243843E-3
35.580254E-3,62.223244E-3
35.636902E-3,62.290192E-3
35.617447E-3,62.323952E-3
35.631752E-3,62.323952E-3
35.612869E-3,62.412071E-3
35.647774E-3,62.430382E-3
35.657501E-3,62.443542E-3
35.650063E-3,62.456131E-3
35.656357E-3,62.497902E-3
35.686684E-3,62.507629E-3
35.688972E-3,62.529373E-3
35.711861E-3,62.543106E-3
35.702133E-3,62.644386E-3
35.726738E-3,62.654114E-3
35.725594E-3,62.677002E-3
35.752487E-3,62.707329E-3
35.736465E-3,62.707329E-3
35.720444E-3,62.743950E-3
35.747337E-3,62.719917E-3
35.703850E-3,62.740517E-3
35.725594E-3,62.791443E-3
35.759354E-3,62.805176E-3
35.759354E-3,62.879562E-3
35.801697E-3,62.885857E-3
35.819435E-3,62.916183E-3
35.826874E-3,62.905312E-3
35.806274E-3,62.945366E-3
35.803986E-3,62.925911E-3
35.821152E-3,62.929344E-3
35.785675E-3,62.945366E-3
35.801697E-3,62.984848E-3
35.816002E-3,63.007736E-3
35.799980E-3,63.018608E-3
35.812569E-3,63.000298E-3
35.784531E-3,63.000298E-3
35.818291E-3,62.995720E-3
35.772514E-3,62.979698E-3
35.777092E-3,62.935638E-3
35.786819E-3,62.899017E-3
35.743904E-3,62.834358E-3
35.719299E-3,62.851524E-3
35.715866E-3,62.751389E-3
35.697556E-3,62.699318E-3
35.675812E-3,62.556267E-3
35.624313E-3,62.409782E-3
35.567093E-3,62.190056E-3
